Publisher ID,Publisher Name,Keyword ID,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Keyword Type,Status,Search Engine Bid,Clicks,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans.,Amount,Total Cost,Total Volume of Bookings
K435,Google - US,4.30E+16,milan airports,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.48,196,0.01,1.64,0,0,0,2.95,0
K435,Google - US,4.30E+16,rome airline tickets,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,2.95,11,0.091,1.64,0,0,0,2.95,0
K435,Google - US,4.30E+16,rome air flights,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.48,9,0.222,2.11,0,0,0,2.95,0
K435,Google - US,4.30E+16,france cheap flights,Broad,Geo Targeted DC,DC to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.48,20,0.1,1.06,0,0,0,2.95,0
K435,Google - US,4.30E+16,athens ticket,Broad,Geo Targeted New York,New York to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,2.96,1,1,1,0,0,0,2.96,0
K435,Google - US,4.30E+16,florence airline,Broad,Geo Targeted San Francisco,San Francisco to Florence Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,2.98,1,1,1,0,0,0,2.98,0
K435,Google - US,4.30E+16,athens airfare,Broad,Geo Targeted New York,New York to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.49,18,0.111,1.17,0,0,0,2.98,0
K435,Google - US,4.30E+16,barcelona airline tickets,Broad,Geo Targeted New York,New York to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,2.98,2,0.5,1,0,0,0,2.98,0
K435,Google - US,4.30E+16,venice cheap flights,Broad,Geo Targeted Boston,Boston to Venice Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,2.98,2,0.5,1,0,0,0,2.98,0
K435,Google - US,4.30E+16,rome airfares,Broad,Geo Targeted New York,New York to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,2.99,3,0.333,1.33,0,0,0,2.99,0
K435,Google - US,4.30E+16,international airfare,Broad,Geo Targeted Philadelphia,International Philadelphia,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3,6,0.167,1,0,0,0,3,0
K435,Google - US,4.30E+16,venice airport,Broad,Geo Targeted DC,DC to Venice Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3,12,0.083,1,0,0,0,3,0
K435,Google - US,4.30E+16,international tickets,Broad,Geo Targeted Los Angeles,International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.01,23,0.044,3.84,0,0,0,3.01,0
K435,Google - US,4.30E+16,low international fare,Broad,Geo Targeted Detroit,Low International Detroit,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.01,3,0.333,8.66,0,0,0,3.01,0
K435,Google - US,4.30E+16,european fares,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.03,67,0.015,1.34,0,0,0,3.03,0
K435,Google - US,4.30E+16,venice ticket,Broad,Western Europe Destinations,Venice,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,8,0.38,175,0.046,4.49,0,0,0,3.03,0
K435,Google - US,4.30E+16,rome airlines,Broad,Geo Targeted Philadelphia,Philadelphia to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.03,8,0.125,1.75,0,0,0,3.03,0
K435,Google - US,4.30E+16,england flights,Broad,Google_Yearlong 2006,Google|England,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.04,270,0.004,2.94,0,0,0,3.04,0
K435,Google - US,4.30E+16,rome air ticket,Broad,Geo Targeted San Francisco,San Francisco to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.05,1,1,1,0,0,0,3.05,0
K435,Google - US,4.30E+16,paris cheap airline tickets,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.05,5,0.2,1.2,0,0,0,3.05,0
K435,Google - US,4.30E+16,barcelona cheap airfare,Broad,Geo Targeted Boston,Boston to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.05,4,0.25,1,0,0,0,3.05,0
K435,Google - US,4.30E+16,rome airline,Broad,Geo Targeted Philadelphia,Philadelphia to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.53,7,0.286,2.14,0,0,0,3.06,0
K435,Google - US,4.30E+16,low international fares,Broad,Geo Targeted Detroit,Low International Detroit,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.08,5,0.2,2.98,0,0,0,3.08,0
K435,Google - US,4.30E+16,istanbul airlines,Broad,Google_Yearlong 2006,Google|Istanbul,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.03,67,0.045,1.28,0,0,0,3.09,0
K435,Google - US,4.30E+16,france airline,Broad,Geo Targeted Philadelphia,Philadelphia to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.54,23,0.087,1.22,0,0,0,3.09,0
K435,Google - US,4.30E+16,italy cheap flights,Broad,Geo Targeted Los Angeles,Los Angeles to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.09,1,1,1,0,0,0,3.09,0
K435,Google - US,4.30E+16,paris cheap airfares,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.09,3,0.333,1.33,0,0,0,3.09,0
K435,Google - US,4.30E+16,spain flights,Broad,Geo Targeted Detroit,Detroit to Spain Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.55,115,0.017,1.24,0,0,0,3.1,0
K435,Google - US,4.30E+16,athens fares,Broad,Western Europe Destinations,Athens,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.04,108,0.028,4.06,0,0,0,3.11,0
K435,Google - US,4.30E+16,athens flights,Broad,Geo Targeted Houston,Houston to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.11,98,0.01,1.23,0,0,0,3.11,0
K435,Google - US,4.30E+16,paris ticket,Broad,Geo Targeted Detroit,Detroit to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.11,3,0.333,1.33,0,0,0,3.11,0
K435,Google - US,4.30E+16,greece flight,Broad,Geo Targeted Detroit,Detroit to Greece Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.11,10,0.1,1.61,0,0,0,3.11,0
K435,Google - US,4.30E+16,seville airfare,Broad,Geo Targeted Boston,Boston to Seville Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.11,1,1,1,0,0,0,3.11,0
K435,Google - US,4.30E+16,venice fares,Broad,Western Europe Destinations,Venice,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.56,61,0.033,4.29,0,0,0,3.13,0
K435,Google - US,4.30E+16,international tickets,Broad,Geo Targeted New York,International New York,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.13,6,0.167,3.33,0,0,0,3.13,0
K435,Google - US,4.30E+16,france airline,Broad,Geo Targeted DC,DC to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,3,1.04,61,0.049,1.47,0,0,0,3.12,0
K435,Google - US,4.30E+16,venice flights,Broad,Geo Targeted Houston,Houston to Venice Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.14,29,0.035,1.79,0,0,0,3.14,0
K435,Google - US,4.30E+16,madrid tickets,Broad,Geo Targeted New York,New York to Madrid Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.58,38,0.053,1.36,0,0,0,3.15,0
K435,Google - US,4.30E+16,barcelona plane tickets,Broad,Geo Targeted New York,New York to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.15,5,0.2,1.6,0,0,0,3.15,0
K435,Google - US,4.30E+16,athens cheap tickets,Broad,Geo Targeted New York,New York to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.16,9,0.111,1.22,0,0,0,3.16,0
K435,Google - US,4.30E+16,nuremberg airport,Broad,Google_Yearlong 2006,Google|Nuremberg,nuremberg,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.18,28,0.036,1.25,0,0,0,3.18,0
K435,Google - US,4.30E+16,rome tickets,Broad,Geo Targeted New York,New York to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.18,76,0.013,1.84,0,0,0,3.18,0
K435,Google - US,4.30E+16,paris cheap fare,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.18,1,1,1,0,0,0,3.18,0
K435,Google - US,4.30E+16,cheap international air tickets,Broad,Geo Targeted Los Angeles,Cheap International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.18,2,0.5,2,0,0,0,3.18,0
K435,Google - US,4.30E+16,madrid cheap tickets,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,4,0.8,140,0.029,6.7,0,0,0,3.19,0
K435,Google - US,4.30E+16,france airline,Broad,Geo Targeted Boston,Boston to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.59,75,0.027,1.87,0,0,0,3.19,0
K435,Google - US,4.30E+16,europe airfare,Broad,Geo Targeted Boston,Europe Boston,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.59,5,0.4,2,0,0,0,3.19,0
K435,Google - US,4.30E+16,florence fare,Broad,Google_Yearlong 2006,Google|Florence,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.07,92,0.033,1.38,0,0,0,3.2,0
K435,Google - US,4.30E+16,italy cheap flights,Broad,Geo Targeted San Francisco,San Francisco to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.2,113,0.009,1.51,0,0,0,3.2,0
K435,Google - US,4.30E+16,europe ticket,Broad,Geo Targeted Detroit,Europe Detroit,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.2,14,0.071,2.01,0,0,0,3.2,0
K435,Google - US,4.30E+16,madrid flights,Broad,Geo Targeted Boston,Boston to Madrid Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.6,33,0.061,1.38,0,0,0,3.2,0
K435,Google - US,4.30E+16,milan airline,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.61,125,0.016,2.06,0,0,0,3.23,0
K435,Google - US,4.30E+16,geneva airfare,Broad,Google_Yearlong 2006,Google|Geneva,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.23,83,0.012,1.2,0,0,0,3.23,0
K435,Google - US,4.30E+16,athens airlines,Broad,Geo Targeted Boston,Boston to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.23,7,0.143,2.14,0,0,0,3.23,0
K435,Google - US,4.30E+16,rome airfare,Broad,Geo Targeted San Francisco,San Francisco to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.24,5,0.2,2.8,0,0,0,3.24,0
K435,Google - US,4.30E+16,spain airline,Broad,Geo Targeted DC,DC to Spain Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.25,39,0.026,1.15,0,0,0,3.25,0
K435,Google - US,4.30E+16,hanover tickets,Broad,Google_Yearlong 2006,Google|Hanover,hanover,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.26,124,0.008,1.01,0,0,0,3.26,0
K435,Google - US,4.30E+16,paris cheap ticket,Broad,Geo Targeted Miami,Miami to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.26,1,1,1,0,0,0,3.26,0
K435,Google - US,4.30E+16,barcelona cheap airlines,Broad,Geo Targeted San Francisco,San Francisco to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.26,2,0.5,1,0,0,0,3.26,0
K435,Google - US,4.30E+16,rome cheap flight,Broad,Google_Yearlong 2006,Google|Rome,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.28,24,0.042,3.13,0,0,0,3.28,0
K435,Google - US,4.30E+16,turkey cheap flight,Broad,Google_Yearlong 2006,Google|Turkey,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.64,16,0.125,1.06,0,0,0,3.29,0
K435,Google - US,4.30E+16,italy airlines,Broad,Geo Targeted Detroit,Detroit to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.29,158,0.006,1.41,0,0,0,3.29,0
K435,Google - US,4.30E+16,greece airlines,Broad,Geo Targeted DC,DC to Greece Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.65,13,0.154,1.85,0,0,0,3.3,0
K435,Google - US,4.30E+16,international fare,Broad,Geo Targeted Boston,International Boston,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.3,4,0.25,3,0,0,0,3.3,0
K435,Google - US,4.30E+16,cheap international ticket,Broad,Geo Targeted New York,Cheap International New York,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.31,16,0.063,1.69,0,0,0,3.31,0
K435,Google - US,4.30E+16,rome airline,Broad,Geo Targeted Detroit,Detroit to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.31,7,0.143,2,0,0,0,3.31,0
K435,Google - US,4.30E+16,discount europe airfare,Broad,Geo Targeted Detroit,Discount Europe Detroit,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.31,10,0.1,1.8,0,0,0,3.31,0
K435,Google - US,4.30E+16,cheap international air tickets,Broad,Geo Targeted New York,Cheap International New York,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.34,13,0.077,2,0,0,0,3.34,0
K435,Google - US,4.30E+16,international air fares,Broad,Geo Targeted Los Angeles,International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.34,2,0.5,2.5,0,0,0,3.34,0
K435,Google - US,4.30E+16,paris air fares,Broad,Geo Targeted DC,DC to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.34,1,1,1,0,0,0,3.34,0
K435,Google - US,4.30E+16,naples flights,Broad,Geo Targeted New York,New York to Naples Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.68,9,0.222,1,0,0,0,3.35,0
K435,Google - US,4.30E+16,paris cheap airport,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.35,2,0.5,3,0,0,0,3.35,0
K435,Google - US,4.30E+16,paris plane tickets,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.68,4,0.5,1.25,0,0,0,3.36,0
K435,Google - US,4.30E+16,cheap international air tickets,Broad,Geo Targeted Boston,Cheap International Boston,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.36,1,1,2,0,0,0,3.36,0
K435,Google - US,4.30E+16,nuremberg plane tickets,Broad,Google_Yearlong 2006,Google|Nuremberg,nuremberg,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.38,2,0.5,1,0,0,0,3.38,0
K435,Google - US,4.30E+16,paris air fare,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.69,13,0.154,1.69,0,0,0,3.38,0
K435,Google - US,4.30E+16,uk airfare,Broad,Western Europe Destinations,UK,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.69,44,0.046,1.53,0,0,0,3.39,0
K435,Google - US,4.30E+16,spain flights,Broad,Geo Targeted Philadelphia,Philadelphia to Spain Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.39,59,0.017,1.15,0,0,0,3.39,0
K435,Google - US,4.30E+16,barcelona airfare,Broad,Geo Targeted San Francisco,San Francisco to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.4,7,0.143,1.43,0,0,0,3.4,0
K435,Google - US,4.30E+16,barcelona flight,Broad,Geo Targeted Philadelphia,Philadelphia to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.4,14,0.071,1.79,0,0,0,3.4,0
K435,Google - US,4.30E+16,madrid airports,Broad,Geo Targeted New York,New York to Madrid Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.4,2,0.5,1,0,0,0,3.4,0
K435,Google - US,4.30E+16,barcelona flight deals,Broad,Geo Targeted San Francisco,San Francisco to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.41,4,0.25,1,0,0,0,3.41,0
K435,Google - US,4.30E+16,paris cheap fares,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.41,7,0.143,1.85,0,0,0,3.41,0
K435,Google - US,4.30E+16,cheap international flight,Broad,Geo Targeted Detroit,Cheap International Detroit,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.41,11,0.091,4.55,0,0,0,3.41,0
K435,Google - US,4.30E+16,milan cheap ticket,Broad,Western Europe Destinations,Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,3,1.14,51,0.059,4.85,0,0,0,3.42,0
K435,Google - US,4.30E+16,international flight,Broad,Geo Targeted Los Angeles,International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.43,91,0.011,2.11,0,0,0,3.43,0
K435,Google - US,4.30E+16,spain cheap flights,Broad,Geo Targeted DC,DC to Spain Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.71,4,0.5,1,0,0,0,3.43,0
K435,Google - US,4.30E+16,international airports,Broad,Google_Yearlong 2006,Google|International General,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,4,0.86,2302,0.002,1.24,0,0,0,3.44,0
K435,Google - US,4.30E+16,milan cheap ticket,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.15,20,0.15,1.85,0,0,0,3.44,0
K435,Google - US,4.30E+16,cheap international airfare,Broad,Geo Targeted Philadelphia,Cheap International Philadelphia,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.44,76,0.013,1.29,0,0,0,3.44,0
K435,Google - US,4.30E+16,low international ticket,Broad,Geo Targeted Los Angeles,Low International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.46,1,1,2,0,0,0,3.46,0
K435,Google - US,4.30E+16,barcelona airport,Broad,Western Europe Destinations,Barcelona,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.16,2878,0.001,3.99,0,0,0,3.47,0
K435,Google - US,4.30E+16,milan ticket,Broad,Western Europe Destinations,Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,4,0.87,253,0.016,4.5,0,0,0,3.48,0
K435,Google - US,4.30E+16,milan flights,Broad,Geo Targeted Boston,Boston to Milan Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.48,13,0.077,1.3,0,0,0,3.48,0
K435,Google - US,4.30E+16,italy cheap ticket,Broad,Google_Yearlong 2006,Google|Italy,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.74,59,0.034,1.83,0,0,0,3.49,0
K435,Google - US,4.30E+16,[flight to istanbul],Exact,Western Europe Destinations,Istanbul,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,3,1.16,37,0.081,6.08,0,0,0,3.49,0
K435,Google - US,4.30E+16,air france india flight,Broad,Outside Western Europe,India Branded,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.75,2,1,1,0,0,0,3.5,0
K435,Google - US,4.30E+16,paris airfares,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.76,48,0.042,2.21,0,0,0,3.53,0
K435,Google - US,4.30E+16,barcelona airport,Broad,Geo Targeted Houston,Houston to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.53,15,0.067,1.2,0,0,0,3.53,0
K435,Google - US,4.30E+16,europe fares,Broad,Geo Targeted DC,Europe DC,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.54,7,0.143,1.43,0,0,0,3.54,0
K435,Google - US,4.30E+16,paris airplane tickets,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,2,1.78,7,0.286,1,0,0,0,3.55,0
K435,Google - US,4.30E+16,discount europe flights,Broad,Geo Targeted Boston,Discount Europe Boston,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.55,2,0.5,2,0,0,0,3.55,0
K435,Google - US,4.30E+16,florence cheap flights,Broad,Geo Targeted New York,New York to Florence Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.56,9,0.111,1.44,0,0,0,3.56,0
K435,Google - US,4.30E+16,italy fares,Broad,Geo Targeted New York,New York to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.56,15,0.067,2.67,0,0,0,3.56,0
K435,Google - US,4.30E+16,europe airline tickets,Broad,Geo Targeted Boston,Europe Boston,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.58,4,0.25,1,0,0,0,3.58,0
K435,Google - US,4.30E+16,milan cheap tickets,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,3,1.2,21,0.143,2.33,0,0,0,3.59,0
K435,Google - US,4.30E+16,madrid airlines,Broad,Geo Targeted DC,DC to Madrid Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.79,34,0.059,1.15,0,0,0,3.59,0
K435,Google - US,4.30E+16,paris cheap airline tickets,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.6,2,0.5,1,0,0,0,3.6,0
K435,Google - US,4.30E+16,paris flight deals,Broad,Geo Targeted Detroit,Detroit to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.6,2,0.5,1,0,0,0,3.6,0
K435,Google - US,4.30E+16,italy fares,Broad,Geo Targeted DC,DC to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.61,3,0.333,1,0,0,0,3.61,0
K435,Google - US,4.30E+16,fly to frankfurt,Broad,Google_Yearlong 2006,Google|Frankfurt,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,2,1.81,19,0.105,1.42,0,0,0,3.63,0
K435,Google - US,4.30E+16,warsow flights,Broad,Google_Yearlong 2006,Google|warsaw,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.66,27,0.037,1.11,0,0,0,3.66,0
K435,Google - US,4.30E+16,venice plane tickets,Broad,Western Europe Destinations,Venice,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.83,59,0.034,4.96,0,0,0,3.66,0
K435,Google - US,4.30E+16,rome cheap ticket,Broad,Geo Targeted DC,DC to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.68,1,1,2,0,0,0,3.68,0
K435,Google - US,4.30E+16,paris airfares,Broad,Geo Targeted Miami,Miami to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.69,4,0.25,4.5,0,0,0,3.69,0
K435,Google - US,4.30E+16,paris air flight,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.7,28,0.036,1.11,0,0,0,3.7,0
K435,Google - US,4.30E+16,cheap international ticket,Broad,Geo Targeted Los Angeles,Cheap International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.73,52,0.019,1.87,0,0,0,3.73,0
K435,Google - US,4.30E+16,rome cheap airline,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.73,3,0.333,1.33,0,0,0,3.73,0
K435,Google - US,4.30E+16,france airfares,Broad,Geo Targeted Chicago,Chicago to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.73,17,0.059,1.39,0,0,0,3.73,0
K435,Google - US,4.30E+16,discount europe flight,Broad,Geo Targeted Boston,Discount Europe Boston,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.73,2,0.5,5.5,0,0,0,3.73,0
K435,Google - US,4.30E+16,florence fares,Broad,Geo Targeted San Francisco,San Francisco to Florence Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.74,1,1,1,0,0,0,3.74,0
K435,Google - US,4.30E+16,paris cheap air ticket,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,6.25,2,1.87,2,1,1,0,0,0,3.74,0
K435,Google - US,4.30E+16,spain airport,Broad,Western Europe Destinations,Spain,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,6.25,1,3.75,68,0.015,1.5,0,0,0,3.75,0
K435,Google - US,4.30E+16,barcelona airport,Broad,Geo Targeted New York,New York to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,1,3.75,33,0.03,1.24,0,0,0,3.75,0
K435,Google - US,4.30E+16,europe tickets,Broad,Geo Targeted New York,Europe New York,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,6.25,2,1.88,66,0.03,2.86,0,0,0,3.75,0
